TKey,Author,Title,Year,Type,School,Country,Pages,ISBN
T4854,A301809,Active electromagnetic attacks on secure hardware,2011,PhD,University of Cambridge,United Kingdom,,
T4937,A913616,Partner-based scheduling and routing for grid workflows,2012,PhD,University of Leicester,United Kingdom,,
T4984,A933785,Database query optimisation based on measures of regret,2016,PhD,Birkbeck,United Kingdom,,
T5007,A1749561,Evolving test environments to identify faults in swarm robotics algorithms,2018,PhD,University of York,United Kingdom,,
T5010,A768729,Case reuse in textual case-based reasoning,2011,PhD,Robert Gordon University,United Kingdom,,
T5041,A714406,PAC'nPost: a peer-to-peer micro-blogging social network,2014,PhD,University College London,United Kingdom,,
T5052,A2202990,An extensible static analysis framework for automated analysis; validation and performance improvement of model management programs,2016,PhD,University of York,United Kingdom,,
T5058,A1496945,Ontological query answering: new languages; algorithms and complexity,2011,PhD,University of Oxford,United Kingdom,,
T5074,A702546,A knowledge-based approach to multiplayer games on peer-to-peer networks,2015,PhD,University of Aberdeen,United Kingdom,,
T5096,A402535,Expression synthesis on robots,2011,PhD,University of Cambridge,United Kingdom,,
T5110,A163170,A framework for technology-assisted sensitivity review: using sensitivity classification to prioritise documents for review,2019,PhD,University of Glasgow,United Kingdom,,
T5128,A456781,Transformations of representation in constraint satisfaction,2013,PhD,University of Oxford,United Kingdom,,
T5133,A1281983,Ontology engineering for ICT systems using semantic relationship mining and statistical social network analysis,2011,PhD,University of Warwick,United Kingdom,,
T5148,A1324453,Maximum entropy modelling for quantifying unexpectedness of data mining results,2013,PhD,University of Bristol,United Kingdom,,
T5172,A1057128,Computability of Euclidean spatial logics,2011,PhD,University of Manchester,United Kingdom,,
T5205,A1351610,Kernel methods for time series data,2015,PhD,University of Birmingham,United Kingdom,,
T5221,A1140261,User-oriented markerless augmented reality framework based on 3D reconstruction and loop closure detection,2017,PhD,University of Birmingham,United Kingdom,,
T5250,A1899529,Randomised load balancing,2011,PhD,Durham University,United Kingdom,,
T5253,A84207,An empirical study of stream-based techniques for text categorization,2011,PhD,Bangor University,United Kingdom,,
T5306,A2033354,Generalized pattern matching applied to genetic analysis,2011,PhD,Chinese University of Hong Kong,Hong Kong,,
T5326,A1650532,Challenges in recommender systems: scalability; privacy; and structured recommendations,2015,PhD,MIT,USA,,
T5343,A1643537,Learning connections in financial time series,2014,PhD,MIT,USA,,
T5365,A2074090,Text automatic classification through machine learning based on networks,2015,PhD,University of São Paulo,Brazil,,
T5370,A1032515,Crowd-powered systems,2012,PhD,MIT,USA,,
T5387,A283372,Explaining data in visual analytic systems,2015,PhD,MIT,USA,,
T5415,A1143792,Analysis and visualization of temporal variations in video,2014,PhD,MIT,USA,,
T5456,A2347835,Revenue optimization and customer targeting in daily-deals sites,2013,PhD,Federal University of Minas Gerais,Brazil,,
T5519,A866713,Finding security bugs in web applications using domain-specific static analysis,2015,PhD,MIT,USA,,
T5521,A1043390,Programming with human computation,2011,PhD,MIT,USA,,
T5602,A1896351,Fault-tolerant distributed transactions for partitioned OLTP databases,2012,PhD,MIT,USA,,
T5642,A1248701,Sequential short-text classification with neural networks,2017,PhD,MIT,USA,,
T5692,A922376,Distributed data structure for factored operating systems,2012,PhD,MIT,USA,,
T5696,A973380,Harvesting and summarizing user-generated content for advanced speech-based human-computer interaction,2012,PhD,MIT,USA,,
T5703,A1757288,Optimizing communication bottlenecks in multiprocessor operating system kernels,2014,PhD,MIT,USA,,
T5707,A108589,Big data analytics made affordable using hardware-accelerated flash storage,2018,PhD,MIT,USA,,
T5742,A1229092,Algoritmos paralelos exatos e otimizações para alinhamento de sequências biológicas longas em plataformas de alto desempenho,2015,PhD,University of Brasília,Brazil,,
T5744,A761639,Ensemble techniques for centralized and distributed clustering,2011,PhD,University of São Paulo,Brazil,,
T5823,A1139077,Rethinking the application-database interface,2015,PhD,MIT,USA,,
T5825,A380331,A Brain-computer Interface Architecture Based On Motor Mental Tasks And Music Imagery,2013,PhD,Universidade Federal do Espírito Santo,Brazil,,
T5856,A2130377,Flexible models for understanding and optimizing complex populations,2018,PhD,MIT,USA,,
T5864,A1566132,Simple linear classifiers via discrete optimization: learning certifiably optimal scoring systems for decision-making and risk assessment,2017,PhD,MIT,USA,,
T5880,A2165036,Autotuning programs with algorithmic choice,2014,PhD,MIT,USA,,
T5960,A69609,Framework for self-aware management of goals and constraints in computing systems,2013,PhD,MIT,USA,,
T5963,A1864186,Decoupling algorithms from the organization of computation for high performance image processing,2014,PhD,MIT,USA,,
T5966,A280047,Identifying evolving multivariate dynamics in individual and cohort time series; with application to physiological control systems,2013,PhD,MIT,USA,,
T5985,A1603066,Life after death: techniques for the prognostication of coma outcomes after cardiac arrest,2018,PhD,MIT,USA,,
T5991,A348582,Uncertain data management,2011,PhD,Chinese University of Hong Kong,Hong Kong,,
T5994,A719826,Simultaneous Localization and Mapping- aware; self-supervised perception in mobile robots,2017,PhD,MIT,USA,,
T6000,A79425,Automatically learning optimal formula simplifiers and database entity matching rules,2017,PhD,MIT,USA,,
T6002,A1682714,Enhancing spectrum utilization through cooperation and cognition in wireless systems,2012,PhD,MIT,USA,,
T6069,A1463970,Leveraging text representations for clinical predictive tasks,2018,PhD,MIT,USA,,
T6074,A246904,Optimization problems in network connectivity,2012,PhD,MIT,USA,,
T6078,A1639280,Preventing information leaks with policy-agnostic programming,2015,PhD,MIT,USA,,
T6096,A903662,Parallel execution for conflicting transactions,2015,PhD,MIT,USA,,
T6184,A1316671,Sketching and streaming algorithms,2011,PhD,MIT,USA,,
T6205,A2308382,Algorithms above the noise floor,2018,PhD,MIT,USA,,
T6215,A1043016,Model selection in compositional spaces,2014,PhD,MIT,USA,,
T6254,A756100,QoS management of web services,2011,PhD,Chinese University of Hong Kong,Hong Kong,,
T6354,A1440469,Improving clinical decisions using correspondences within and across electronic health records,2018,PhD,MIT,USA,,
T6401,A1024886,Learning semantic structures from in-domain documents,2011,PhD,MIT,USA,,
T6472,A1521724,Principled approaches to robust machine learning and beyond,2018,PhD,MIT,USA,,
T6517,A588080,Sublinear algorithms for massive data problems,2017,PhD,MIT,USA,,
T6576,A1296566,Uplift modeling for randomized experiments and observational studies,2018,PhD,MIT,USA,,
T6625,A238217,Reducing authoring complexity on the web with a relational layer for web content,2014,PhD,MIT,USA,,
T6626,A1933075,Inter-modality image synthesis and recognition,2012,PhD,Chinese University of Hong Kong,Hong Kong,,
T6665,A379499,Sparse recovery and Fourier sampling,2013,PhD,MIT,USA,,
T6699,A422445,Dynamic optimization of fractionation schedules in radiation therapy,2013,PhD,MIT,USA,,
T6707,A1382207,Pushing the limits of wireless networks,2016,PhD,MIT,USA,,
T6836,A2276833,Paths to more effective personal information management,2011,PhD,MIT,USA,,
T6861,A1799323,Logical leases: scalable hardware and software systems through time traveling,2018,PhD,MIT,USA,,
T6876,A1855559,Optimization techniques for human computation-enabled data processing systems,2012,PhD,MIT,USA,,
T6892,A841554,Um arcabouço cognitivamente inspirado para representação de conhecimento e raciocínio,2016,PhD,Universidade Federal do Rio Grande do Sul,Brazil,,
T6921,A46749,Studies of composite multihull ship structures using fluid structure interaction,2012,PhD,Florida Atlantic University,USA,,
T6954,A125986,The power of randomized algorithms: from numerical linear algebra to biological systems,2018,PhD,MIT,USA,,
T7007,A1615494,Normalisation of imprecise temporal expressions extracted from text,2016,PhD,Federal University of Paraná,Brazil,,
T7011,A1455584,Probabilistic latent variable modeling for predicting future well-being and assessing behavioral influences on mood; stress and health,2018,PhD,MIT,USA,,
T7019,A9909,Predicting human behavior using visual media,2017,PhD,MIT,USA,,
T7080,A1971867,Técnicas de indexação de grandes conjuntos de dados complexos com valores de atributos faltantes,2016,PhD,University of São Paulo,Brazil,,
T7098,A48257,Calculating degenerate structures via convex optimization with applications in computer vision and pattern recognition,2012,PhD,Chinese University of Hong Kong,Hong Kong,,
T7112,A531868,Online allocation algorithms with applications in computational advertising,2014,PhD,MIT,USA,,
T7114,A342008,Metrics; fundamental trade-offs and control policies for delay-sensitive applications in volatile environments,2012,PhD,MIT,USA,,
T7158,A517999,A hybrid recommendation method that combines forgotten items and non-content attributes,2014,PhD,Federal University of Minas Gerais,Brazil,,
T7162,A1415407,Structured video content analysis: learning spatio-temporal and multimodal structures,2014,PhD,MIT,USA,,
T7170,A1857014,Protocolos tolerantes a faltas bizantinas para transações em bancos de dados,2015,PhD,Federal University of Santa Catarina,Brazil,,
T7184,A2385044,Mechanism design: from optimal transport theory to revenue maximization,2017,PhD,MIT,USA,,
T7188,A1616223,GaN-based vertical power devices,2017,PhD,MIT,USA,,
T7189,A1040274,Predictive vision,2017,PhD,MIT,USA,,
T7258,A1194642,Nonparametric choice modeling: applications to operations management,2011,PhD,MIT,USA,,
T7268,A1008825,User interface handles for web objects,2013,PhD,MIT,USA,,
T7332,A1729570,Gai shan tui jian xi tong de xue xi,2015,PhD,Chinese University of Hong Kong,Hong Kong,,
T7353,A2446594,Linear algebraic approaches to coding for multiple unicast networks,2016,PhD,MIT,USA,,
T7380,A563382,Below P vs NP: fine-grained hardness for big data problems,2018,PhD,MIT,USA,,
T7399,A43061,Accessible programming using program synthesis,2014,PhD,MIT,USA,,
T7422,A872286,Representation learning in multi-dimensional clinical timeseries for risk and event prediction,2017,PhD,MIT,USA,,
T7434,A759010,Logical reasoning for approximate and unreliable computation,2015,PhD,MIT,USA,,
T7455,A856275,Treatment of special conditional for similarity searching in complex data bases,2012,PhD,University of São Paulo,Brazil,,
T7498,A1371376,Vertex sparsification and universal rounding algorithms,2011,PhD,MIT,USA,,
T7511,A354550,Stochastic methods for large-scale linear problems; variational inequalities; and convex optimization,2013,PhD,MIT,USA,,
T7519,A2240497,Exploiting entities for query expansion,2013,PhD,Federal University of Minas Gerais,Brazil,,
