#Year, Host_Country, Match_ID, Type, Date, Location, Team 1, Team 2, Score 1, Score 2
1982,Spain,252,Group 4,1982-06-16,Estadio San Mamés; Bilbao,England,France,3,1
1982,Spain,253,Group 4,1982-06-17,Estadio José Zorrilla; Valladolid,Czechoslovakia,Kuwait,1,1
1982,Spain,254,Group 4,1982-06-20,Estadio San Mamés; Bilbao,England,Czechoslovakia,2,0
1982,Spain,255,Group 4,1982-06-21,Estadio José Zorrilla; Valladolid,France,Kuwait,4,1
1982,Spain,256,Group 4,1982-06-24,Estadio José Zorrilla; Valladolid,France,Czechoslovakia,1,1
1982,Spain,257,Group 4,1982-06-25,Estadio San Mamés; Bilbao,England,Kuwait,1,0
1982,Spain,258,Group 5,1982-06-16,Estadio Luis Casanova; Valencia,Spain,Honduras,1,1
1982,Spain,259,Group 5,1982-06-17,La Romareda; Zaragoza,Yugoslavia,Northern Ireland,0,0
1982,Spain,260,Group 5,1982-06-20,Estadio Luis Casanova; Valencia,Spain,Yugoslavia,2,1
1982,Spain,261,Group 5,1982-06-21,La Romareda; Zaragoza,Honduras,Northern Ireland,1,1
1982,Spain,262,Group 5,1982-06-24,La Romareda; Zaragoza,Honduras,Yugoslavia,0,1
1982,Spain,263,Group 5,1982-06-25,Estadio Luis Casanova; Valencia,Spain,Northern Ireland,0,1
1982,Spain,264,Group 6,1982-06-14,Estadio Ramón Sánchez Pizjuán; Seville,Brazil,Soviet Union,2,1
1982,Spain,265,Group 6,1982-06-15,Estadio La Rosaleda; Málaga,Scotland,New Zealand,5,2
1982,Spain,266,Group 6,1982-06-18,Estadio Benito Villamarín; Seville,Brazil,Scotland,4,1
